con_id,titre,description,texte,directeur,producteur,casting,date_production,compagny_production,scenariste,langue_de_production,palmares,pays_de_production,content_url,date_debut_droits,date_fin_droits,image
7208246,Wardi,"Beyrouth, Liban, aujourd’hui. Wardi, une jeune Palestinienne de onze ans, vit avec toute sa famille dans le camp de réfugiés où elle est née. Sidi, son arrière-grand-père adoré, fut l’un des premiers à s’y installer après avoir été chassé de son village en 1948. Le jour où Sidi lui confie la clé de son ancienne maison en Galilée, Wardi craint qu’il ait perdu l’espoir d’y retourner un jour. Mais comment chaque membre de la famille peut-il aider à sa façon la petite fille à renouer avec cet espoir ?","Beyrouth, Liban, aujourd’hui. Wardi, une jeune Palestinienne de onze ans, vit avec toute sa famille dans le camp de réfugiés où elle est née. Sidi, son arrière-grand-père adoré, fut l’un des premiers à s’y installer après avoir été chassé de son village en 1948. Le jour où Sidi lui confie la clé de son ancienne maison en Galilée, Wardi craint qu’il ait perdu l’espoir d’y retourner un jour. Mais comment chaque membre de la famille peut-il aider à sa façon la petite fille à renouer avec cet espoir ?",Mats Grorud,"Patrice Nezan, Laurent Versini","Pauline Ziade, Aïssa Maïga, Saïd Amadis",2019,,"Mats Grorud, Trygve Allister Diesen, Ståle Stein Berg",,,,https://www.france.tv/films/films-comedie/7208246-wardi.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-06-05 04:00:00,2025-09-30 21:59:59,https://medias.france.tv/PmR4i70FNVNXZ_1hJi-56qdgsd4/2500x1406/filters:quality(85)/0/d/o/php9qlod0.jpg
7145174,Les Pires,"Alors qu'un tournage se prépare dans une banlieue défavorisée de Boulogne-sur-Mer, un casting est organisé afin de choisir les acteurs appelés à interpréter les différents personnages. Après les essais, la stupeur s'empare des habitants du quartier. En effet, quatre des adolescents retenus sont considérés comme de mauvaises graines, et les interrogations se multiplient dans la cité quant aux raisons qui ont poussé les casteurs à faire ce choix surprenant. Lily, Maylis, Jessy et Ryan, qui constituent l'inattendu quatuor appelé à jouer les premiers rôles, n'en reviennent pas eux-mêmes...","Alors qu'un tournage se prépare dans une banlieue défavorisée de Boulogne-sur-Mer, un casting est organisé afin de choisir les acteurs appelés à interpréter les différents personnages. Après les essais, la stupeur s'empare des habitants du quartier. En effet, quatre des adolescents retenus sont considérés comme de mauvaises graines, et les interrogations se multiplient dans la cité quant aux raisons qui ont poussé les casteurs à faire ce choix surprenant. Lily, Maylis, Jessy et Ryan, qui constituent l'inattendu quatuor appelé à jouer les premiers rôles, n'en reviennent pas eux-mêmes...","Lise Akoka, Romane Gueret",,"Mallory Wanecque, Timéo Mahaut, Johan Heldenbergh, Esther Archambault, Loïc Pech, Mélina Vanderplancke, Matthias Jacquin, Angélique Gernez",2022,Les Films Velvet / France 3 Cinéma / Pictanovo / Centre national du cinéma et de l&#x27;image animée (CNC) / Région Hauts-de-France,"Lise Akoka, Romane Gueret, Eléonore Gurrey",Français,"Festival de Cannes 2022 - Un Certain Regard Award : Best Film : Romane Gueret, Un Certain Regard Award : Best Film : Lise Akoka",France,https://www.france.tv/films/festival-de-cannes/7145174-les-pires.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-22 20:36:24,2025-06-21 20:38:00,https://medias.france.tv/3h96KYfe0qw4ZTUwxecbLoPQIJA/2500x1406/filters:quality(85)/q/i/s/php4susiq.jpg
5555550,L'acteur,"<p>Raphaël est acteur. Il joue pour la première fois le rôle principal d’un long métrage. Cependant, personne ne comprend pourquoi il a été choisi. D’ailleurs, personne ne le comprend vraiment...</p>","<p>Raphaël est acteur. Il joue pour la première fois le rôle principal d’un long métrage. Cependant, personne ne comprend pourquoi il a été choisi. D’ailleurs, personne ne le comprend vraiment...</p>","Hugo David, Raphaël Quenard",,"Raphaël Quenard, Jean-Baptiste Durand, Anthony Bajon",2023,Lipsum Productions / Insolence Productions / Nouvelle Toile,Raphaël Quenard,Français,,France,https://www.france.tv/films/5555550-l-acteur.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-20 04:00:00,2025-08-17 21:59:59,https://medias.france.tv/fBzSCwseeBo0jg-gW0Y0B5B5guI/2500x1406/filters:quality(85)/d/z/z/phpquzzzd.jpg
7145009,R.M.N.,"De retour d'Allemagne où il a travaillé pendant quelques années, Matthias retrouve sa Transylvanie natale. C'est en pleine période de Noël qu'il revient auprès de son fils Rudi, qui est resté trop longtemps aux côtés de sa mère selon lui. Cela lui permet également de revoir son ex-petite amie Csilla. Mais lorsque celle-ci décide d'embaucher des étrangers dans l'usine qu'elle dirige, la petite communauté que forme les villageois prend peur et le fait savoir. Alors que la paix était habituellement le mot d'ordre dans le village, certains préjugés racistes refont surface et viennent porter le trouble sur le calme de la collectivité...","De retour d'Allemagne où il a travaillé pendant quelques années, Matthias retrouve sa Transylvanie natale. C'est en pleine période de Noël qu'il revient auprès de son fils Rudi, qui est resté trop longtemps aux côtés de sa mère selon lui. Cela lui permet également de revoir son ex-petite amie Csilla. Mais lorsque celle-ci décide d'embaucher des étrangers dans l'usine qu'elle dirige, la petite communauté que forme les villageois prend peur et le fait savoir. Alors que la paix était habituellement le mot d'ordre dans le village, certains préjugés racistes refont surface et viennent porter le trouble sur le calme de la collectivité...",Cristian Mungiu,,"Marin Grigore, Judith State, Macrina Barladeanu, Orsolya Moldován, Andrei Finti, Mark Edward Blenyesi, Rácz Endre, Ovidiu Crisan",2022,Mobra Films / Why Not Productions / France 3 Cinéma / Filmgate Films / Film i Väst / Les Films du Fleuve,Cristian Mungiu,Roumain,Berlinale 2023 - EFP Shooting Star : Judith State,"Roumanie, France, Belgique, Suède",https://www.france.tv/films/festival-de-cannes/7145009-r-m-n.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-19 21:01:51,2025-06-18 21:04:00,https://medias.france.tv/qSfwwjx39oHrIO4YJGbBAPcwP4s/2500x1406/filters:quality(85)/k/s/z/phpbwlzsk.jpg
7145678,Jeanne du Barry,"Au XVIIIe siècle, dans le royaume de France, la courtisane Jeanne Vaubernier veut sortir de sa condition modeste. Dans ce but, elle utilise sa beauté et son intelligence pour se rapprocher du pouvoir. Jusqu'au jour où son amant, le comte du Barry, décide de lui présenter Louis XV, avec l'aide du duc de Richelieu. Dès leur première rencontre, c'est le coup de foudre, le roi tombant follement amoureux de la jeune femme. C'est grâce à elle qu'il retrouve la joie de vivre. Il l'installe parmi sa cour dans le palais de Versailles. Mais tout le monde ne voit pas l'arrivée de cette fille des rues d'un bon oeil...","Au XVIIIe siècle, dans le royaume de France, la courtisane Jeanne Vaubernier veut sortir de sa condition modeste. Dans ce but, elle utilise sa beauté et son intelligence pour se rapprocher du pouvoir. Jusqu'au jour où son amant, le comte du Barry, décide de lui présenter Louis XV, avec l'aide du duc de Richelieu. Dès leur première rencontre, c'est le coup de foudre, le roi tombant follement amoureux de la jeune femme. C'est grâce à elle qu'il retrouve la joie de vivre. Il l'installe parmi sa cour dans le palais de Versailles. Mais tout le monde ne voit pas l'arrivée de cette fille des rues d'un bon oeil...",Maïwenn,,"Maïwenn, Johnny Depp, Benjamin Lavernhe, Pierre Richard, Melvil Poupaud, Pascal Greggory, India Hair, Suzanne de Baecque",2023,Why Not Productions / France 2 Cinéma / France 3 Cinéma / La Petite Reine / Impala Productions / Les Films de Batna / IN.2 Film / Les Films du Fleuve / Netflix / France Télévisions / Casa Kafka Pictures,"Teddy Lussi-Modeste, Maïwenn, Nicolas Livecchi",Français,,France,https://www.france.tv/films/festival-de-cannes/7145678-jeanne-du-barry.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-18 21:02:05,2025-06-17 21:02:05,https://medias.france.tv/CNaBnmKfCTKCmIAu-Ks5bMqu0Ic/2500x1406/filters:quality(85)/2/j/9/phpvzj9j2.jpg
7168409,The Tree of Life,"Dans le Texas des années 50, Jack, âgé d'une dizaine d'années, grandit entre un père autoritaire et une mère aimante et généreuse, qui lui donne foi en la vie. La naissance de ses deux frères l’oblige bientôt à partager cet amour inconditionnel, puis à affronter l'individualisme forcené d'un père obsédé par la réussite de ses enfants. Jusqu'au jour où un tragique événement vient perturber cet équilibre fragile…","Dans le Texas des années 50, Jack, âgé d'une dizaine d'années, grandit entre un père autoritaire et une mère aimante et généreuse, qui lui donne foi en la vie. La naissance de ses deux frères l’oblige bientôt à partager cet amour inconditionnel, puis à affronter l'individualisme forcené d'un père obsédé par la réussite de ses enfants. Jusqu'au jour où un tragique événement vient perturber cet équilibre fragile…",Terrence Malick,Terrence Malick,"Brad Pitt, Jessica Chastain, Sean Penn",2011,,,,Festival de Cannes 2011 - Palme d'or : Terrence Malick,,https://www.france.tv/films/7168409-the-tree-of-life.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-12 04:00:00,2025-08-31 21:59:59,https://medias.france.tv/El05_JYDdIUNv4EHL_SAS7gRjew/2500x1406/filters:quality(85)/w/a/1/phpbqf1aw.jpg
7156004,Les cowboys,"Une grande prairie, un rassemblement country western quelque part dans l'est de la France. Alain est l'un des piliers de cette communauté. Il danse avec Kelly, sa fille de 16 ans sous l'oeil attendri de sa femme et de leur jeune fils Kid. Mais ce jour-là Kelly disparaît. La vie de la famille s'effondre. Alain n'aura alors de cesse que de chercher sa fille, au prix de l'amour des siens et de tout ce qu'il possédait. Le voilà projeté dans le fracas du monde. Un monde en plein bouleversement où son seul soutien sera désormais Kid, son fils, qui lui a sacrifié sa jeunesse, et qu'il traîne avec lui dans cette quête sans fin.","Une grande prairie, un rassemblement country western quelque part dans l'est de la France. Alain est l'un des piliers de cette communauté. Il danse avec Kelly, sa fille de 16 ans sous l'oeil attendri de sa femme et de leur jeune fils Kid. Mais ce jour-là Kelly disparaît. La vie de la famille s'effondre. Alain n'aura alors de cesse que de chercher sa fille, au prix de l'amour des siens et de tout ce qu'il possédait. Le voilà projeté dans le fracas du monde. Un monde en plein bouleversement où son seul soutien sera désormais Kid, son fils, qui lui a sacrifié sa jeunesse, et qu'il traîne avec lui dans cette quête sans fin.",Thomas Bidegain ,"Thomas Bidegain, Noé Debré","François Damiens, Finnegan Oldfield, Agathe Dronne",2015,,,,Festival du Cinéma Américain de Deauville 2015 - Prix Michel d'Ornano : Thomas Bidegain,,https://www.france.tv/films/7156004-les-cowboys.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-12 04:00:00,2025-08-09 21:59:59,https://medias.france.tv/9LLpnadBbsUa1bgo7vZA8PVFd9k/2500x1406/filters:quality(85)/e/d/s/php6mesde.jpg
7144853,No country for old men,"<p>Alors qu'il allait rentrer d'une partie de chasse dans les plaines du Texas, Llewelyn Moss aperçoit dans ses jumelles un spectacle inattendu : des pick-up garés dans le désert autour desquels reposent les cadavres de plusieurs hommes. Sur place, non loin d'un Mexicain agonisant, Llewelyn découvre une mallette remplie d'argent, qu'il s'empresse de ramener chez lui pour la dissimuler. Mais, le remords le ronge et Llewelyn retourne le soir même sur les lieux du crime pour donner un peu d'eau au Mexicain. Il est alors pris en chasse par plusieurs hommes armés. Llewelyn parvient à s'enfuir, mais Anton Chigurh, un tueur à gages taciturne, a été lancé sur sa piste. Dans le même temps, un policier mène l'enquête...</p>","<p>Alors qu'il allait rentrer d'une partie de chasse dans les plaines du Texas, Llewelyn Moss aperçoit dans ses jumelles un spectacle inattendu : des pick-up garés dans le désert autour desquels reposent les cadavres de plusieurs hommes. Sur place, non loin d'un Mexicain agonisant, Llewelyn découvre une mallette remplie d'argent, qu'il s'empresse de ramener chez lui pour la dissimuler. Mais, le remords le ronge et Llewelyn retourne le soir même sur les lieux du crime pour donner un peu d'eau au Mexicain. Il est alors pris en chasse par plusieurs hommes armés. Llewelyn parvient à s'enfuir, mais Anton Chigurh, un tueur à gages taciturne, a été lancé sur sa piste. Dans le même temps, un policier mène l'enquête...</p>"," Joel Coen, Ethan Coen"," Joel Coen, Ethan Coen, Scott Rudin","Tommy Lee Jones, Javier Bardem, Josh Brolin",2008,," Joel Coen, Ethan Coen",,"Golden Globes 2008 : Meilleur scénario. Meilleur acteur dans un second rôle : Javier Bardem. Meilleur scénario : Joel Coen,  Ethan Coen. Oscars - Academy Awards 2008 : Oscar du Meilleur scénario adapté : Ethan Coen - Joel Coen. Oscar du Meilleur film : Scott Rudin - Ethan Coen - Joel Coen. Oscar du Meilleur acteur dans un second rôle : Javier Bardem. Oscar de la Meilleure réalisation :  Ethan Coen. BAFTA 2008 - BAFTA Film Awards :  Meilleur acteur dans un second rôle : Javier Bardem . David Lean Award du Meilleur réalisateur : Ethan Coen. Meilleure photographie : Roger Deakins",,https://www.france.tv/films/films-suspense/7144853-no-country-for-old-men.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-05-01 04:00:00,2025-07-29 21:59:59,https://medias.france.tv/5vikpc3Sesn2741qc9A-z4UMGFI/2500x1406/filters:quality(85)/o/p/r/phpic2rpo.jpg
7118378,Valmont,"Madame de Volanges a fait élever sa fille Cécile dans un couvent pour mieux la préserver des turpitudes du monde. Elle l'en fait à présent sortir, dans l'intention de la marier à monsieur de Gercourt. La marquise de Merteuil, dont Gercourt est l'amant, ne voit pas ce projet d'un oeil favorable. Elle s'acoquine avec le vicomte de Valmont, un don juan, et lui demande de se détourner un temps de sa proie du moment, la présidente de Tourvel, pour l'aider à distraire Cécile de ce funeste projet. S'il parvient à ses fins, la marquise lui abandonnera son corps ; s'il échoue, il se retirera dans un couvent. L'amour que Cécile éprouve pour son maître de musique, le chevalier de Danceny, favorise les plans des conjurés...","Madame de Volanges a fait élever sa fille Cécile dans un couvent pour mieux la préserver des turpitudes du monde. Elle l'en fait à présent sortir, dans l'intention de la marier à monsieur de Gercourt. La marquise de Merteuil, dont Gercourt est l'amant, ne voit pas ce projet d'un oeil favorable. Elle s'acoquine avec le vicomte de Valmont, un don juan, et lui demande de se détourner un temps de sa proie du moment, la présidente de Tourvel, pour l'aider à distraire Cécile de ce funeste projet. S'il parvient à ses fins, la marquise lui abandonnera son corps ; s'il échoue, il se retirera dans un couvent. L'amour que Cécile éprouve pour son maître de musique, le chevalier de Danceny, favorise les plans des conjurés...",,,,,,,,,,https://www.france.tv/films/films-drame/7118378-valmont.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-04-10 04:00:00,2025-07-08 21:59:00,https://medias.france.tv/KP1QrlEVuunbMVZW4_T0lB8NQxg/2500x1406/filters:quality(85)/3/0/9/b8d54d8f948247fc9f3a0d53a74b62a73ecb27ef349b321eac7c76e494a04903.jpg
6821674,Boucan,"<p>Johannes et Gabin sont jeunes, sont cousins et sont amoureux l'un de l'autre: leur histoire se passe dans le Sud de la France.</p><p><br></p><p>Ce court métrage est nommé en 2025 au César du Meilleur film de court métrage de fiction.&nbsp;</p>","<p>Johannes et Gabin sont jeunes, sont cousins et sont amoureux l'un de l'autre: leur histoire se passe dans le Sud de la France.</p><p><br></p><p>Ce court métrage est nommé en 2025 au César du Meilleur film de court métrage de fiction.&nbsp;</p>",Salomé Da Souza,"Salomé Da Souza, Romy Coccia Di Ferro","Marylou Cabanel, Rodrigue Toledo, Salomé Da Souza",2023,,,,,,https://www.france.tv/films/6821674-boucan.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-01-08 05:00:00,2025-07-01 21:59:00,https://medias.france.tv/OXCN4kysBhVZwSFvQElHZ_xW5Wc/2500x1406/filters:quality(85)/d/0/c/f1cafb65519440cdbf53efaa7198ab655b3c1f51deca039dbd8509455b946c0d.jpg
3533389,Comme des reines,"<p>Samia, Louise et Jessica ont entre 15 et 20 ans. Samia étouffe dans un carcan familial dans lequel elle ne se reconnaît pas et cherche difficilement sa voie. Grisée par une illusion de liberté, par le sentiment d'appartenance à une bande, mais, surtout, par l'argent facile, elle se laisse entraîner par Louise et son petit ami proxénète dans un réseau de prostitution. Très vite, le piège se referme sur elle et Samia n'ose plus revenir. Parviendra t-elle à s'en sortir, à saisir les quelques rares mains tendues qu'elle rencontre sur son chemin ? Trouvera-t-elle en elle la force nécessaire à sa libération ?</p>","<p>Samia, Louise et Jessica ont entre 15 et 20 ans. Samia étouffe dans un carcan familial dans lequel elle ne se reconnaît pas et cherche difficilement sa voie. Grisée par une illusion de liberté, par le sentiment d'appartenance à une bande, mais, surtout, par l'argent facile, elle se laisse entraîner par Louise et son petit ami proxénète dans un réseau de prostitution. Très vite, le piège se referme sur elle et Samia n'ose plus revenir. Parviendra t-elle à s'en sortir, à saisir les quelques rares mains tendues qu'elle rencontre sur son chemin ? Trouvera-t-elle en elle la force nécessaire à sa libération ?</p>",Marion Vernoux,,"Sarah Isabella, Nina Louise, Bintou Ba, Idir Azougli, Bernard Campan, Karole Rocher, Nathalie Richard, Emma Boulanouar",2022,Scarlett Production,"Sandrine Gregor, Mélina Jochum",Français,,France,https://www.france.tv/france-2/comme-des-reines/3533389-comme-des-reines.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2024-11-14 05:00:00,2025-08-31 21:59:00,https://medias.france.tv/LS91cMcr5MnsXCinGkq-S7rNOGU/2500x1406/filters:quality(85)/l/v/7/phpswq7vl.jpg
5365995,Cultes,"<p>1970. Le petit Tonino est pensionnaire d’une institution religieuse. Sous l’autorité du Père de Monval, il assiste avec ses camarades, lors de la projection d’un film, à un complément de programme qui va chambouler son quotidien et ses croyances...</p>","<p>1970. Le petit Tonino est pensionnaire d’une institution religieuse. Sous l’autorité du Père de Monval, il assiste avec ses camarades, lors de la projection d’un film, à un complément de programme qui va chambouler son quotidien et ses croyances...</p>",David Padilla ,,"Calliste Dupin, Michaël Vander-Meiren, Antony Cinturino",2023,,,,,,https://www.france.tv/films/5365995-cultes.html#at_medium=4&at_offre=1&at_platform=28&at_campaign=ministere_culture_2025,2025-01-08 05:00:00,2025-07-01 21:59:00,https://medias.france.tv/zjgXxJ0d1qP3eqQOV0BKSKooagw/2500x1406/filters:quality(85)/c/9/9/7d4e53ea7695491ebbc4210481a73090ba654f869d8f432d0b6aa22ea363899c.jpg
