name;;;;
France;;;;
Etats Unis;;;;
Russie;;;;
Italie;;;;
Mexique;;;;
Pays Inconnu;;;;
Pologne;;;;
Argentine;;;;
Chine;;;;
Allemagne;;;;
Israel;;;;
Armenie;;;;
Egypte;;;;
Espagne;;;;
Venezuela;;;;
Algerie;;;;
Mali;;;;
Grande Bretagne;;;;
Canada;;;;
Suisse;;;;
Belgique;;;;
Tchecoslovaquie;;;;
Japon;;;;
Philippines;;;;
Bresil;;;;
Maroc;;;;
Hong Kong;;;;
Hongrie;;;;
Portugal;;;;
Inde;;;;
Senegal;;;;
Roumanie;;;;
Burkina Faso;;;;
Slovaquie;;;;
Slovenie;;;;
Turquie;;;;
Luxembourg;;;;
Republique Tcheque;;;;
Norvege;;;;
Tunisie;;;;
Irlande;;;;
Congo;;;;
Pays Bas;;;;
Luxembourg ;;;;
Azerbaidjan;;;;
Divers Monde;;;;
Liban;;;;
Suede;;;;
Coree Du Sud;;;;
Georgie;;;;
Grece;;;;
Benin;;;;
Nouvelle Zelande;;;;
Sri Lanka;;;;
Autriche;;;;
Gabon;;;;
Thailande;;;;
Vietnam;;;;
Serbie;;;;
Canada ;;;;
Lituanie;;;;
France ;;;;
Espagne ;;;;
Lybie;;;;
Chili ;;;;
Finlande;;;;
Chili;;;;
Taiwan;;;;
Danemark;;;;
Costa Rica;;;;
Allemagne ;;;;
Islande;;;;
Suede ;;;;
Danemark ;;;;
Coree;;;;
Portugal ;;;;
Italie ;;;;
Suisse ;;;;
Israel ;;;;
Coree ;;;;
Belgique ;;;;
Kazakhstan;;;;
Hongrie ;;;;
Australie;;;;
Mozambique;;;;
Turquie ;;;;
Coree Du Nord;;;;
Roumanie ;;;;
Groenland;;;;
Yougoslavie;;;;
Pakistan;;;;
Bulgarie;;;;
Bolivie;;;;
Cuba;;;;
Liechtenstein;;;;
Syrie;;;;
Republique Dominicaine;;;;
Panama;;;;
Bahamas;;;;
Cameroun;;;;
Jamaique;;;;
Iran;;;;
Ethiopie;;;;
Afrique Du Sud;;;;
Indonesie;;;;
Guinee;;;;
Colombie;;;;
Cote D'ivoire;;;;
Perou;;;;
C.E.I.;;;;
Bosnie;;;;
Macedoine;;;;
Albanie;;;;
Bangladesh;;;;
Mongolie;;;;
Guatemala;;;;
Ukraine;;;;
Zimbabwe;;;;
Singapour;;;;
Kirghizie;;;;
Belgique-Luxembourg;;;;
Lettonie;;;;
Estonie;;;;
Bhoutan;;;;
Kirghiztan;;;;
Tadjikistan;;;;
Irak;;;;
Malte;;;;
Bosnie Herzegovine;;;;
Afghanistan;;;;
Uruguay;;;;
Paraguay;;;;
Afrique Du Sud-Namibie;;;;
Autres Pays D'europe;;;;
Cap Vert;;;;
Chypre;;;;
Moldavie;;;;
Palestine;;;;
Malaisie;;;;
Equateur;;;;
Tchad;;;;
Croatie;;;;
Nicaragua;;;;
Norvege ;;;;
Grande Bretagne ;;;;
Irlande ;;;;
Australie ;;;;
Bielorussie;;;;
Montenegro;;;;
Bosnie Herzegovine ;;;;
Afrique;;;;
Niger;;;;
Mexique ;;;;
Kenya;;;;
Lituanie ;;;;
Afrique Du Sud ;;;;
Pologne ;;;;
Pays Bas ;;;;
Egypte ;;;;
Albanie ;;;;
Emirats Arabes Unis;;;;
Surinam;;;;
Jordanie;;;;
Haiti;;;;
Nigeria;;;;
Cambodge;;;;
Angola;;;;
Madagascar;;;;
Antilles Neerlandaises;;;;
(Ile) Maurice;;;;
Nepal;;;;
Qatar;;;;
Rwanda;;;;
Tuvalu;;;;
Birmanie;;;;
Laos;;;;
Burundi;;;;
Ghana;;;;
Kurdistan;;;;
Yemen;;;;
Kosovo;;;;
Emirats Arabes Unis             ;;;;
Tanzanie;;;;
Vatican;;;;
Liban ;;;;
Finlande ;;;;
Argentine ;;;;
Bresil ;;;;
Colombie ;;;;
Burkina Faso ;;;;
Grece ;;;;
Serbie ;;;;
Russie ;;;;
Maroc ;;;;
Arabie Saoudite;;;;
Tunisie ;;;;
Republique Tcheque ;;;;
Cambodge                        ;;;;
Slovaquie ;;;;
Guyana;;;;
Grece  ;;;;
Inde ;;;;
Lesotho;;;;
Lettonie ;;;;
Chine ;;;;
Montenegro ;;;;
Soudan;;;;
